YEAR,AGE_GROUP,LEADING_CAUSES_OF_DEATH,FATALITIES
2008,All Ages,Diabetes mellitus,2839
2008,All Ages,Influenza and pneumonia,2663
2008,All Ages,"Nephritis, nephrotic syndrome and nephrosis",2571
2008,All Ages,Septicemia,1956
2008,All Ages,Intentional self-harm (suicide),1188
2008,All Ages,Chronic liver disease and cirrhosis,1144
2008,All Ages,Essential hypertension and hypertensive renal disease,929
2008,All Ages,Parkinsons's disease,882
2008,All Ages,Assault (homicide),867
2008,All Ages,Pneumonitis due to solids and liquids,840
2008,All Ages,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",657
2008,All Ages,Certain conditions originating in the perinatal period,654
2008,All Ages,Aortic aneurysm and dissection,488
2008,All Ages,"Congenital malformations, deformations and chromosomal abnormalities",391
2008,All Ages,Human immunodeficiency virus (HIV) disease,333
2008,All Ages,Atherosclerosis,314
2008,All Ages,Anemias,270
2008,Ages 1-4,All causes,173
2008,Ages 1-4,Accidents,44
2008,Ages 1-4,      Motor vehicle accidents,9
2008,Ages 1-4,      All other accidents,35
2008,Ages 1-4,"Congenital malformations, deformations and chromosomal abnormalities",23
2008,Ages 1-4,Diseases of heart,15
2008,Ages 1-4,Malignant neoplasms,12
2008,Ages 1-4,Assault (homicide),12
2008,Ages 5-14,All causes,228
2008,Ages 5-14,Accidents,64
2008,Ages 5-14,      Motor vehicle accidents,36
2008,Ages 5-14,      All other accidents,28
2008,Ages 5-14,Malignant neoplasms,30
2008,Ages 5-14,Assault (homicide),19
2008,Ages 5-14,Diseases of heart,14
2008,Ages 5-14,"Congenital malformations, deformations and chromosomal abnormalities",11
2008,Ages 5-14,Intentional self-harm (suicide),10
2008,Ages 15-24,All causes,1290
2008,Ages 15-24,Accidents,470
2008,Ages 15-24,      Motor vehicle accidents,262
2008,Ages 15-24,      All other accidents,208
2008,Ages 15-24,Assault (homicide),340
2008,Ages 15-24,Intentional self-harm (suicide),133
2008,Ages 15-24,Malignant neoplasms,65
2008,Ages 15-24,Diseases of heart,41
2008,Ages 25-44,All causes,4584
2008,Ages 25-44,Accidents,1121
2008,Ages 25-44,      Motor vehicle accidents,357
2008,Ages 25-44,      All other accidents,764
2008,Ages 25-44,Malignant neoplasms,663
2008,Ages 25-44,Diseases of heart,644
2008,Ages 25-44,Intentional self-harm (suicide),411
2008,Ages 25-44,Assault (homicide),338
2008,Ages 25-44,Chronic liver disease and cirrhosis,136
2008,Ages 25-44,Human immunodeficiency virus (HIV) disease,115
2008,Ages 25-44,Cerebrovascular diseases,100
2008,Ages 25-44,Diabetes mellitus,82
2008,Ages 25-44,Septicemia,71
2008,Ages 25-44,Chronic lower respiratory diseases,61
2008,Ages 25-44,Influenza and pneumonia,59
2008,Ages 25-44,"Nephritis, nephrotic syndrome and nephrosis",42
2008,Ages 25-44,"Congenital malformations, deformations and chromosomal abnormalities",24
2008,Ages 45-64,All causes,19379
2008,Ages 45-64,Malignant neoplasms,6601
2008,Ages 45-64,Diseases of heart,4566
2008,Ages 45-64,Accidents,1029
2008,Ages 45-64,      Motor vehicle accidents,272
2008,Ages 45-64,      All other accidents,757
2008,Ages 45-64,Cerebrovascular diseases,692
2008,Ages 45-64,Chronic lower respiratory diseases,654
2008,Ages 45-64,Diabetes mellitus,630
2008,Ages 45-64,Chronic liver disease and cirrhosis,614
2008,Ages 45-64,Intentional self-harm (suicide),449
2008,Ages 45-64,Septicemia,395
2008,Ages 45-64,"Nephritis, nephrotic syndrome and nephrosis",353
2008,Ages 45-64,Influenza and pneumonia,259
2008,Ages 45-64,Human immunodeficiency virus (HIV) disease,190
2008,Ages 45-64,Essential hypertension and hypertensive renal disease,124
2008,Ages 45-64,Assault (homicide),106
2008,Ages 45-64,Viral hepatitis,104
2008,Age 65 and Older,All causes,76152
2008,Age 65 and Older,Diseases of heart,20675
2008,Age 65 and Older,Malignant neoplasms,16834
2008,Age 65 and Older,Cerebrovascular diseases,4952
2008,Age 65 and Older,Chronic lower respiratory diseases,4844
2008,Age 65 and Older,Alzheimer's disease,3161
2008,Age 65 and Older,Influenza and pneumonia,2312
2008,Age 65 and Older,"Nephritis, nephrotic syndrome and nephrosis",2164
2008,Age 65 and Older,Diabetes mellitus,2113
2008,Age 65 and Older,Septicemia,1456
2008,Age 65 and Older,Accidents,1375
2008,Age 65 and Older,      Motor vehicle accidents,196
2008,Age 65 and Older,      All other accidents,1179
2008,Age 65 and Older,Parkinsons's disease,870
2008,Age 65 and Older,Essential hypertension and hypertensive renal disease,790
2008,Age 65 and Older,Pneumonitis due to solids and liquids,766
2009,All Ages,All causes,99896
2009,All Ages,Diseases of heart,24891
2009,All Ages,Malignant neoplasms,24159
2009,All Ages,Chronic lower respiratory diseases,5298
2009,All Ages,Cerebrovascular diseases,5243
2009,All Ages,Accidents,3958
2009,All Ages,Motor vehicle accidents,1050
2009,All Ages,All other accidents,2908
2009,All Ages,Alzheimer's disease,2896
2009,All Ages,Diabetes mellitus,2740
2009,All Ages,"Nephritis, nephrotic syndrome and nephrosis",2688
2009,All Ages,Influenza and pneumonia,2412
2009,All Ages,Septicemia,1993
2009,All Ages,Intentional self-harm (suicide),1166
2009,All Ages,Chronic liver disease and cirrhosis,1111
2009,All Ages,Essential hypertension and hypertensive renal disease,893
2009,All Ages,Parkinsons's disease,882
2009,All Ages,Assault (homicide),882
2009,All Ages,Pneumonitis due to solids and liquids,774
2009,All Ages,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",693
2009,All Ages,Certain conditions originating in the perinatal period,648
2009,All Ages,Aortic aneurysm and dissection,437
2009,All Ages,"Congenital malformations, deformations and chromosomal abnormalities",410
2009,All Ages,Enterocolitis due to Clostridium difficile,354
2009,All Ages,Anemias,269
2009,All Ages,Human immunodeficiency virus (HIV) disease,251
2009,Ages 1-4,All causes,187
2009,Ages 1-4,Accidents,48
2009,Ages 1-4,Motor vehicle accidents,18
2009,Ages 1-4,All other accidents,30
2009,Ages 1-4,"Congenital malformations, deformations and chromosomal abnormalities",27
2009,Ages 1-4,Assault (homicide),21
2009,Ages 1-4,Malignant neoplasms,18
2009,Ages 5-14,All causes,222
2009,Ages 5-14,Malignant neoplasms,42
2009,Ages 5-14,Accidents,36
2009,Ages 5-14,Motor vehicle accidents,20
2009,Ages 5-14,All other accidents,16
2009,Ages 5-14,"Congenital malformations, deformations and chromosomal abnormalities",23
2009,Ages 5-14,Assault (homicide),21
2009,Ages 5-14,Intentional self-harm (suicide),11
2009,Ages 5-14,Diseases of heart,10
2009,Ages 5-14,Influenza and pneumonia,10
2009,Ages 15-24,All causes,1259
2009,Ages 15-24,Accidents,419
2009,Ages 15-24,Motor vehicle accidents,225
2009,Ages 15-24,All other accidents,194
2009,Ages 15-24,Assault (homicide),344
2009,Ages 15-24,Intentional self-harm (suicide),138
2009,Ages 15-24,Malignant neoplasms,81
2009,Ages 15-24,Diseases of heart,56
2009,Ages 25-44,All causes,4467
2009,Ages 25-44,Accidents,1073
2009,Ages 25-44,Motor vehicle accidents,343
2009,Ages 25-44,All other accidents,730
2009,Ages 25-44,Malignant neoplasms,661
2009,Ages 25-44,Diseases of heart,618
2009,Ages 25-44,Intentional self-harm (suicide),400
2009,Ages 25-44,Assault (homicide),335
2009,Ages 25-44,Chronic liver disease and cirrhosis,132
2009,Ages 25-44,Cerebrovascular diseases,86
2009,Ages 25-44,Diabetes mellitus,85
2009,Ages 25-44,Human immunodeficiency virus (HIV) disease,83
2009,Ages 25-44,Septicemia,78
2009,Ages 25-44,Influenza and pneumonia,72
2009,Ages 25-44,Chronic lower respiratory diseases,63
2009,Ages 25-44,"Nephritis, nephrotic syndrome and nephrosis",53
2009,Ages 25-44,"Congenital malformations, deformations and chromosomal abnormalities",35
2009,Ages 45-64,All causes,19320
2009,Ages 45-64,Malignant neoplasms,6621
2009,Ages 45-64,Diseases of heart,4537
2009,Ages 45-64,Accidents,1046
2009,Ages 45-64,Motor vehicle accidents,250
2009,Ages 45-64,All other accidents,796
2009,Ages 45-64,Diabetes mellitus,667
2009,Ages 45-64,Chronic lower respiratory diseases,666
2009,Ages 45-64,Cerebrovascular diseases,622
2009,Ages 45-64,Chronic liver disease and cirrhosis,606
2009,Ages 45-64,Intentional self-harm (suicide),432
2009,Ages 45-64,Septicemia,362
2009,Ages 45-64,"Nephritis, nephrotic syndrome and nephrosis",347
2009,Ages 45-64,Influenza and pneumonia,285
2009,Ages 45-64,Human immunodeficiency virus (HIV) disease,145
2009,Ages 45-64,Essential hypertension and hypertensive renal disease,125
2009,Ages 45-64,Assault (homicide),109
2009,Ages 45-64,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",107
2009,Age 65 and Older,All causes,73265
2009,Age 65 and Older,Diseases of heart,19646
2009,Age 65 and Older,Malignant neoplasms,16733
2009,Age 65 and Older,Chronic lower respiratory diseases,4545
2009,Age 65 and Older,Cerebrovascular diseases,4517
2009,Age 65 and Older,Alzheimer's disease,2855
2009,Age 65 and Older,"Nephritis, nephrotic syndrome and nephrosis",2279
2009,Age 65 and Older,Influenza and pneumonia,2005
2009,Age 65 and Older,Diabetes mellitus,1982
2009,Age 65 and Older,Septicemia,1529
2009,Age 65 and Older,Accidents,1286
2009,Age 65 and Older,Motor vehicle accidents,193
2009,Age 65 and Older,All other accidents,1093
2009,Age 65 and Older,Parkinsons's disease,859
2009,Age 65 and Older,Essential hypertension and hypertensive renal disease,751
2009,Age 65 and Older,Pneumonitis due to solids and liquids,700
2009,Age 65 and Older,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",547
2009,Age 65 and Older,Chronic liver disease and cirrhosis,371
2010,All Ages,All causes,99624
2010,All Ages,Diseases of heart,24868
2010,All Ages,Malignant neoplasms,24016
2010,All Ages,Cerebrovascular diseases,5333
2010,All Ages,Chronic lower respiratory diseases,5219
2010,All Ages,Accidents,3961
2010,All Ages,Motor vehicle accidents,1017
2010,All Ages,All other accidents,2944
2010,All Ages,Alzheimer's disease,2915
2010,All Ages,"Nephritis, nephrotic syndrome and nephrosis",2607
2010,All Ages,Diabetes mellitus,2499
2010,All Ages,Influenza and pneumonia,2205
2010,All Ages,Septicemia,1858
2010,All Ages,Intentional self-harm (suicide),1169
2010,All Ages,Chronic liver disease and cirrhosis,1119
2010,All Ages,Parkinsons's disease,907
2010,All Ages,Essential hypertension and hypertensive renal disease,870
2010,All Ages,Pneumonitis due to solids and liquids,827
2010,All Ages,Assault (homicide),779
2010,All Ages,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",668
2010,All Ages,Certain conditions originating in the perinatal period,612
2010,All Ages,Aortic aneurysm and dissection,440
2010,All Ages,Enterocolitis due to Clostridium difficile,356
2010,All Ages,"Congenital malformations, deformations and chromosomal abnormalities",344
2010,All Ages,Human immunodeficiency virus (HIV) disease,301
2010,All Ages,Atherosclerosis,247
2010,Ages 1-4,All causes,176
2010,Ages 1-4,Accidents,37
2010,Ages 1-4,Motor vehicle accidents,8
2010,Ages 1-4,All other accidents,29
2010,Ages 1-4,"Congenital malformations, deformations and chromosomal abnormalities",22
2010,Ages 1-4,Assault (homicide),16
2010,Ages 1-4,Malignant neoplasms,13
2010,Ages 5-14,All causes,224
2010,Ages 5-14,Accidents,57
2010,Ages 5-14,Motor vehicle accidents,26
2010,Ages 5-14,All other accidents,31
2010,Ages 5-14,Malignant neoplasms,42
2010,Ages 5-14,Assault (homicide),15
2010,Ages 5-14,Diseases of heart,13
2010,Ages 5-14,"Congenital malformations, deformations and chromosomal abnormalities",12
2010,Ages 5-14,Chronic lower respiratory diseases,10
2010,Ages 15-24,All causes,1191
2010,Ages 15-24,Accidents,447
2010,Ages 15-24,Motor vehicle accidents,226
2010,Ages 15-24,All other accidents,221
2010,Ages 15-24,Assault (homicide),282
2010,Ages 15-24,Intentional self-harm (suicide),142
2010,Ages 15-24,Malignant neoplasms,68
2010,Ages 15-24,Diseases of heart,50
2010,Ages 25-44,All causes,4266
2010,Ages 25-44,Accidents,1005
2010,Ages 25-44,Motor vehicle accidents,300
2010,Ages 25-44,All other accidents,705
2010,Ages 25-44,Malignant neoplasms,628
2010,Ages 25-44,Diseases of heart,611
2010,Ages 25-44,Intentional self-harm (suicide),385
2010,Ages 25-44,Assault (homicide),327
2010,Ages 25-44,Chronic liver disease and cirrhosis,115
2010,Ages 25-44,Diabetes mellitus,106
2010,Ages 25-44,Cerebrovascular diseases,100
2010,Ages 25-44,Human immunodeficiency virus (HIV) disease,99
2010,Ages 25-44,Chronic lower respiratory diseases,64
2010,Ages 25-44,Influenza and pneumonia,48
2010,Ages 25-44,"Nephritis, nephrotic syndrome and nephrosis",43
2010,Ages 25-44,Septicemia,43
2010,Ages 45-64,All causes,19068
2010,Ages 45-64,Malignant neoplasms,6590
2010,Ages 45-64,Diseases of heart,4507
2010,Ages 45-64,Accidents,1008
2010,Ages 45-64,Motor vehicle accidents,282
2010,Ages 45-64,All other accidents,726
2010,Ages 45-64,Chronic lower respiratory diseases,680
2010,Ages 45-64,Diabetes mellitus,628
2010,Ages 45-64,Cerebrovascular diseases,618
2010,Ages 45-64,Chronic liver disease and cirrhosis,591
2010,Ages 45-64,Intentional self-harm (suicide),463
2010,Ages 45-64,"Nephritis, nephrotic syndrome and nephrosis",351
2010,Ages 45-64,Septicemia,329
2010,Ages 45-64,Influenza and pneumonia,229
2010,Ages 45-64,Human immunodeficiency virus (HIV) disease,171
2010,Ages 45-64,Essential hypertension and hypertensive renal disease,96
2010,Ages 45-64,Viral hepatitis,95
2010,Ages 45-64,Assault (homicide),93
2010,Ages 65-84,All causes,41263
2010,Ages 65-84,Malignant neoplasms,12504
2010,Ages 65-84,Diseases of heart,9818
2010,Ages 65-84,Chronic lower respiratory diseases,2971
2010,Ages 65-84,Cerebrovascular diseases,2217
2010,Ages 65-84,"Nephritis, nephrotic syndrome and nephrosis",1233
2010,Ages 65-84,Diabetes mellitus,1139
2010,Ages 65-84,Septicemia,887
2010,Ages 65-84,Alzheimer's disease,883
2010,Ages 65-84,Influenza and pneumonia,839
2010,Ages 65-84,Accidents,760
2010,Ages 65-84,Motor vehicle accidents,134
2010,Ages 65-84,All other accidents,626
2010,Ages 65-84,Parkinsons's disease,490
2010,Ages 65-84,Chronic liver disease and cirrhosis,356
2010,Ages 65-84,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",322
2010,Ages 65-84,Essential hypertension and hypertensive renal disease,318
2010,Ages 65-84,Pneumonitis due to solids and liquids,293
2010,Ages 65-84,Aortic aneurysm and dissection,216
2010,Ages 65-84,Enterocolitis due to Clostridium difficile,161
2010,Ages 65-84,Intentional self-harm (suicide),140
2010,Age 85 and Older,All causes,32320
2010,Age 85 and Older,Diseases of heart,9848
2010,Age 85 and Older,Malignant neoplasms,4167
2010,Age 85 and Older,Cerebrovascular diseases,2375
2010,Age 85 and Older,Alzheimer's disease,1996
2010,Age 85 and Older,Chronic lower respiratory diseases,1483
2010,Age 85 and Older,Influenza and pneumonia,1066
2010,Age 85 and Older,"Nephritis, nephrotic syndrome and nephrosis",967
2010,Age 85 and Older,Diabetes mellitus,618
2010,Age 85 and Older,Accidents,592
2010,Age 85 and Older,Motor vehicle accidents,40
2010,Age 85 and Older,All other accidents,552
2010,Age 85 and Older,Septicemia,577
2010,Age 85 and Older,Pneumonitis due to solids and liquids,475
2010,Age 85 and Older,Essential hypertension and hypertensive renal disease,441
2010,Age 85 and Older,Parkinsons's disease,400
2010,Age 85 and Older,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",222
2010,Age 85 and Older,Enterocolitis due to Clostridium difficile,169
2010,Age 85 and Older,Atherosclerosis,166
2010,Age 85 and Older,Aortic aneurysm and dissection,123
2010,Age 85 and Older,Anemias,109
